ObjectType,ObjectName,Description,Utilization,ParametersJson,OutputNotes,ReferencedObjectsJson,IRI,CodeColumn,Code,AccessBitmap
"    { ""name"": ""dbo.UserAccessBitmap"",  ""type"": ""Scalar Function"",        ""description"": ""Retrieves current user access bitmap for filtering."" }",,,,,,,,,,
  ],NULL,NULL,NULL,-1,,,,,,
SQL_SCALAR_FUNCTION,[dbo].[TransformsKey],"Database function that returns a value, named, [dbo].[TransformsKey]: Generates a stable 16-byte MD5 hash for a JSON mapping of event transforms by sorting key/value pairs to ensure consistent ordering regardless of input order.","Use when you need a stable canonical key for a transforms JSON payload so logically identical mappings resolve to the same identifier even if the JSON property order differs. Helpful for deduplicating transform definitions, looking up cached models by transforms set, or storing transform metadata consistently.",[,,,,,,
"    { ""name"": ""@Transforms"", ""type"": ""NVARCHAR(MAX)"", ""default"": ""NULL"", ""description"": ""JSON object of event transform mappings (e.g. {\""source\"":\""target\"",…})."" }",,,,,,,,,,
  ],[,,,,,,,,,
"    { ""name"": ""Return Value"", ""type"": ""VARBINARY(16)"", ""description"": ""MD5 hash of the sorted, concatenated key:value pairs."" }",,,,,,,,,,
  ],[,,,,,,,,,
"    { ""name"": ""dbo.ParseTransforms"", ""type"": ""Table-Valued Function"", ""description"": ""Splits the JSON into rows of fromkey and tokey."" }",,,,,,,,,,
  ],NULL,NULL,NULL,-1,,,,,,
Instance,Souce Column,Source Column--Code:Stocks.DailyFigures.Low,NULL,NULL,NULL,NULL,NULL,Database.Source.Table.Column,Stocks.DailyFigures.Low,-1
Instance,Souce Column,Source Column--Code:Stocks.DailyFigures.AdjustedClose,NULL,NULL,NULL,NULL,NULL,Database.Source.Table.Column,Stocks.DailyFigures.AdjustedClose,-1
SQL_STORED_PROCEDURE,[dbo].[BayesianProbability2],"Database Stored procedure that executes a process, named, [dbo].[BayesianProbability2]: Computes Bayesian-style conditional probabilities between two event sequences over a specified time window, using the selected event stream to determine how often sequence A occurs, how often sequence B occurs, how often both occur in the same grouped unit, and the resulting conditional and marginal probabilities.","Use when you want to measure how strongly one sequence is associated with another within the same case or time bucket. Helpful for questions such as 'given sequence A, how likely is sequence B,' especially in exploratory process analysis, branch co-occurrence analysis, or hypothesis testing across filtered populations.",[,,,,,,
    {,,,,,,,,,,
"      ""name"": ""@SeqA"",",,,,,,,,,,
"      ""type"": ""NVARCHAR(MAX)"",",,,,,,,,,,
"      ""default"": null,",,,,,,,,,,
"      ""description"": ""CSV list of events defining sequence A. Can also be resolved from an EventSetCode by dbo.EventSetByCode.""",,,,,,,,,,
"    },",,,,,,,,,,
    {,,,,,,,,,,
"      ""name"": ""@SeqB"",",,,,,,,,,,
"      ""type"": ""NVARCHAR(MAX)"",",,,,,,,,,,
"      ""default"": null,",,,,,,,,,,
"      ""description"": ""CSV list of events defining sequence B. Can also be resolved from an EventSetCode by dbo.EventSetByCode.""",,,,,,,,,,
"    },",,,,,,,,,,
    {,,,,,,,,,,
"      ""name"": ""@EventSet"",",,,,,,,,,,
"      ""type"": ""NVARCHAR(MAX)"",",,,,,,,,,,
"      ""default"": ""NULL"",",,,,,,,,,,
"      ""description"": ""Optional override CSV of all events to retrieve. If NULL, the procedure builds the union of events from SeqA and SeqB. Comment in code notes this parameter may no longer be necessary.""",,,,,,,,,,
"    },",,,,,,,,,,
    {,,,,,,,,,,
"      ""name"": ""@StartDateTime"",",,,,,,,,,,
"      ""type"": ""DATETIME"",",,,,,,,,,,
"      ""default"": ""'1900-01-01'"",",,,,,,,,,,
"      ""description"": ""Lower datetime bound for selected events. If NULL, defaults to 1900-01-01.""",,,,,,,,,,
"    },",,,,,,,,,,
    {,,,,,,,,,,
"      ""name"": ""@EndDateTime"",",,,,,,,,,,
"      ""type"": ""DATETIME"",",,,,,,,,,,
"      ""default"": ""'2050-12-31'"",",,,,,,,,,,
"      ""description"": ""Upper datetime bound for selected events. If NULL, defaults to 2050-12-31.""",,,,,,,,,,
"    },",,,,,,,,,,
    {,,,,,,,,,,
"      ""name"": ""@transforms"",",,,,,,,,,,
"      ""type"": ""NVARCHAR(MAX)"",",,,,,,,,,,
"      ""default"": ""NULL"",",,,,,,,,,,
"      ""description"": ""Optional transform code passed to dbo.sp_SelectedEvents for event normalization or mapping.""",,,,,,,,,,
"    },",,,,,,,,,,
    {,,,,,,,,,,
"      ""name"": ""@CaseFilterProperties"",",,,,,,,,,,
"      ""type"": ""NVARCHAR(MAX)"",",,,,,,,,,,
"      ""default"": ""NULL"",",,,,,,,,,,
"      ""description"": ""Optional case-level filter properties passed through to dbo.sp_SelectedEvents.""",,,,,,,,,,
"    },",,,,,,,,,,
    {,,,,,,,,,,
"      ""name"": ""@EventFilterProperties"",",,,,,,,,,,
"      ""type"": ""NVARCHAR(MAX)"",",,,,,,,,,,
"      ""default"": ""NULL"",",,,,,,,,,,
"      ""description"": ""Optional event-level filter properties passed through to dbo.sp_SelectedEvents.""",,,,,,,,,,
"    },",,,,,,,,,,
    {,,,,,,,,,,
"      ""name"": ""@GroupType"",",,,,,,,,,,
"      ""type"": ""NVARCHAR(10)"",",,,,,,,,,,
"      ""default"": ""NULL"",",,,,,,,,,,
"      ""description"": ""Grouping key. NULL defaults through dbo.DefaultGroupType to CASEID. Supported values are CASEID, DAY, MONTH, and YEAR.""",,,,,,,,,,
"    },",,,,,,,,,,
    {,,,,,,,,,,
"      ""name"": ""@SessionID"",",,,,,,,,,,
"      ""type"": ""UNIQUEIDENTIFIER OUTPUT"",",,,,,,,,,,
"      ""default"": ""NULL"",",,,,,,,,,,
"      ""description"": ""Optional session identifier for work-table persistence. If NULL, a new SessionID is created. When NULL on input, the procedure displays and then deletes the result row from WORK.BayesianProbability.""",,,,,,,,,,
    },,,,,,,,,,
  ],[,,,,,,,,,
    {,,,,,,,,,,
"      ""name"": ""Session behavior"",",,,,,,,,,,
"      ""type"": ""Behavior"",",,,,,,,,,,
"      ""description"": ""Writes the computed result row to WORK.BayesianProbability using the SessionID. If SessionID was not supplied, the procedure returns the row and then deletes it from the work table.""",,,,,,,,,,
"    },",,,,,,,,,,
    {,,,,,,,,,,
"      ""name"": ""EventSetKeyA"",",,,,,,,,,,
"      ""type"": ""VARBINARY(16)"",",,,,,,,,,,
"      ""description"": ""EventSetKey corresponding to SeqA, resolved or created through dbo.InsertEventSets.""",,,,,,,,,,
"    },",,,,,,,,,,
    {,,,,,,,,,,
"      ""name"": ""EventSetKeyB"",",,,,,,,,,,
"      ""type"": ""VARBINARY(16)"",",,,,,,,,,,
"      ""description"": ""EventSetKey corresponding to SeqB, resolved or created through dbo.InsertEventSets.""",,,,,,,,,,
"    },",,,,,,,,,,
    {,,,,,,,,,,
"      ""name"": ""ACount"",",,,,,,,,,,
"      ""type"": ""INT"",",,,,,,,,,,
"      ""description"": ""Number of grouped units matching sequence A.""",,,,,,,,,,
"    },",,,,,,,,,,
    {,,,,,,,,,,
"      ""name"": ""BCount"",",,,,,,,,,,
"      ""type"": ""INT"",",,,,,,,,,,
"      ""description"": ""Number of grouped units matching sequence B.""",,,,,,,,,,
"    },",,,,,,,,,,
    {,,,,,,,,,,
"      ""name"": ""A_Int_BCount"",",,,,,,,,,,
"      ""type"": ""INT"",",,,,,,,,,,
"      ""description"": ""Number of grouped units matching both sequence A and sequence B.""",,,,,,,,,,
"    },",,,,,,,,,,
    {,,,,,,,,,,
"      ""name"": ""[PB|A]"",",,,,,,,,,,
"      ""type"": ""FLOAT"",",,,,,,,,,,
"      ""description"": ""Conditional probability P(B|A) = A_Int_BCount / ACount.""",,,,,,,,,,
"    },",,,,,,,,,,
    {,,,,,,,,,,
"      ""name"": ""[PA|B]"",",,,,,,,,,,
"      ""type"": ""FLOAT"",",,,,,,,,,,
"      ""description"": ""Conditional probability P(A|B) = A_Int_BCount / BCount.""",,,,,,,,,,
"    },",,,,,,,,,,
    {,,,,,,,,,,
"      ""name"": ""TotalCases"",",,,,,,,,,,
"      ""type"": ""INT"",",,,,,,,,,,
"      ""description"": ""Total number of grouped units in the selected population.""",,,,,,,,,,
"    },",,,,,,,,,,
    {,,,,,,,,,,
"      ""name"": ""PA"",",,,,,,,,,,
"      ""type"": ""FLOAT"",",,,,,,,,,,
"      ""description"": ""Marginal probability of A = ACount / TotalCases.""",,,,,,,,,,
"    },",,,,,,,,,,
    {,,,,,,,,,,
"      ""name"": ""PB"",",,,,,,,,,,
"      ""type"": ""FLOAT"",",,,,,,,,,,
"      ""description"": ""Marginal probability of B = BCount / TotalCases.""",,,,,,,,,,
    },,,,,,,,,,
  ],[,,,,,,,,,
    {,,,,,,,,,,
"      ""name"": ""dbo.sp_SelectedEvents"",",,,,,,,,,,
"      ""type"": ""Stored Procedure"",",,,,,,,,,,
"      ""description"": ""Builds the selected event stream into WORK.SelectedEvents for the supplied filters and session.""",,,,,,,,,,
"    },",,,,,,,,,,
    {,,,,,,,,,,
"      ""name"": ""WORK.SelectedEvents"",",,,,,,,,,,
"      ""type"": ""Table"",",,,,,,,,,,
"      ""description"": ""Temporary work-table source of selected event rows used to test sequence occurrence by case or time bucket.""",,,,,,,,,,
"    },",,,,,,,,,,
    {,,,,,,,,,,
"      ""name"": ""dbo.DefaultGroupType"",",,,,,,,,,,
"      ""type"": ""Scalar Function"",",,,,,,,,,,
"      ""description"": ""Normalizes the grouping mode to CASEID, DAY, MONTH, or YEAR.""",,,,,,,,,,
"    },",,,,,,,,,,
    {,,,,,,,,,,
"      ""name"": ""dbo.EventSetByCode"",",,,,,,,,,,
"      ""type"": ""Scalar Function"",",,,,,,,,,,
"      ""description"": ""Resolves sequence or event-set codes into comma-separated event lists.""",,,,,,,,,,
"    },",,,,,,,,,,
    {,,,,,,,,,,
"      ""name"": ""dbo.InsertEventSets"",",,,,,,,,,,
"      ""type"": ""Stored Procedure"",",,,,,,,,,,
"      ""description"": ""Finds or creates EventSetKey values for SeqA and SeqB before storing the Bayesian result.""",,,,,,,,,,
"    },",,,,,,,,,,
    {,,,,,,,,,,
"      ""name"": ""WORK.BayesianProbability"",",,,,,,,,,,
"      ""type"": ""Table"",",,,,,,,,,,
"      ""description"": ""Stores the computed Bayesian probability result row for the current SessionID.""",,,,,,,,,,
"    },",,,,,,,,,,
    {,,,,,,,,,,
"      ""name"": ""string_split"",",,,,,,,,,,
"      ""type"": ""Built-in Function"",",,,,,,,,,,
"      ""description"": ""Splits SeqA and SeqB CSV inputs into ordered event rows for sequence matching.""",,,,,,,,,,
    },,,,,,,,,,
  ],NULL,NULL,NULL,-1,,,,,,
SQL_SCALAR_FUNCTION,[dbo].[IsMutuallyExclusive],"Database function that returns a value, named, [dbo].[IsMutuallyExclusive]: [",,,,,,,,
"    ""Determines whether two models’ time ranges do not overlap (i.e., are mutually exclusive)."",",,,,,,,,,,
"    ""Returns 1 if Model1 ends before Model2 starts or Model2 ends before Model1 starts; otherwise 0.""",,,,,,,,,,
  ],"Use when checking whether two events, properties, or conditions should be treated as incompatible in the same analytical context, especially when validating event-set or model design.",[,,,,,,,,
"    {""name"":""@ModelID1"",""type"":""BIGINT"",""default"":null,""description"":""The first ModelID to compare.""},",,,,,,,,,,
"    {""name"":""@ModelID2"",""type"":""BIGINT"",""default"":null,""description"":""The second ModelID to compare.""}",,,,,,,,,,
  ],[,,,,,,,,,
"    {""name"":""Return Value"",""type"":""BIT"",""description"":""1 if date ranges are mutually exclusive; 0 otherwise.""}",,,,,,,,,,
  ],[,,,,,,,,,
"    {""name"":""dbo.Models"",""type"":""Table"",""description"":""Holds model metadata, including StartDateTime and EndDateTime columns.""}",,,,,,,,,,
  ],NULL,NULL,NULL,-1,,,,,,
VIEW,[dbo].[vwSourceColumnsFull],"Object Type: VIEW, Object Name: dbo.vwSourceColumnsFull: Provides an expanded view of SourceColumns by combining source-column metadata with related source-level descriptive information, making it easier to browse columns, their parent sources, and associated documentation in a single rowset.","Use when you want this view included in the Time Molecules object catalog even though it does not carry embedded metadata JSON. Helpful for metadata search, discovery, and retrieval across both programmable objects and views.",NULL,NULL,NULL,NULL,NULL,NULL,-1
VIEW,[dbo].[vwEventInputPropertiesFlattened],"Object Type: VIEW, Object Name: dbo.vwEventInputPropertiesFlattened: Flattens JSON event input properties into one row per property by joining EventProperties to EventsFact and expanding ActualProperties with OPENJSON, returning the event name, EventID, event date, property name, and property value.","Use when you want this view included in the Time Molecules object catalog even though it does not carry embedded metadata JSON. Helpful for metadata search, discovery, and retrieval across both programmable objects and views.",NULL,NULL,NULL,NULL,NULL,NULL,-1
VIEW,[dbo].[vwEventsFact],"Object Type: VIEW, Object Name: dbo.vwEventsFact: Provides a reporting-oriented view of EventsFact that exposes core event rows in a more browsable form, likely enriching the base fact records with descriptive attributes useful for downstream querying, metadata browsing, or ad hoc analysis.","Use when you want this view included in the Time Molecules object catalog even though it does not carry embedded metadata JSON. Helpful for metadata search, discovery, and retrieval across both programmable objects and views.",NULL,NULL,NULL,NULL,NULL,NULL,-1
VIEW,[dbo].[vwSimiliarSourceColumnPairs_Full],"Object Type: VIEW, Object Name: dbo.vwSimiliarSourceColumnPairs_Full: Provides a fuller view of similar source-column pairs, likely combining matched SourceColumns with additional descriptive metadata so related columns across sources can be reviewed, compared, and analyzed more easily.","Use when you want this view included in the Time Molecules object catalog even though it does not carry embedded metadata JSON. Helpful for metadata search, discovery, and retrieval across both programmable objects and views.",NULL,NULL,NULL,NULL,NULL,NULL,-1
VIEW,[dbo].[vwBayesianProbabilities_TCW],"Object Type: VIEW, Object Name: dbo.vwBayesianProbabilities_TCW: Returns Bayesian probability relationships for event‐set pairs in the Tuple Correlation Web (TCW), including raw counts, conditional probabilities (P(B|A), P(A|B)), model filter context, time bounds, and server/database identifiers.","Use when you want this view included in the Time Molecules object catalog even though it does not carry embedded metadata JSON. Helpful for metadata search, discovery, and retrieval across both programmable objects and views.",NULL,NULL,NULL,NULL,NULL,NULL,-1
Column,Metrics.Description,Database Column named Metrics.Description. Intended as a prompt to an LLM so we can obtain more information about this.,NULL,NULL,NULL,NULL,NULL,NULL,NULL,-1
VIEW,[dbo].[vwModels],"Object Type: VIEW, Object Name: dbo.vwModels: End User access to the Models table. This enables the user to filter for models by any of the parameters of the model in ways that are more flexible than MarkovModelsByParameters, but not as comprehensive (MarkovModelsByParameters does more joining).",,,,,,,,
,,,,,,,,,,
Notes on columns:,,,,,,,,,,
,,,,,,,,,,
#NAME?,,,,,,,,,,
